cook_time,cuisine,ingredients,ingredients_full,name,prep_time,rating,rating_count,servings
10 to 30 mins,Italian,"sunflower oil,onion,garlic,risotto rice,white wine,chicken stock,chicken,peas,butter,black pepper","2 tbsp mild olive oil or sunflower oil,1 onion, cut in half, coarsely grated,2 garlic cloves, grated,250g/9oz arborio risotto rice ,100ml/3½fl oz white wine, dry vermouth or water,1 litre/1¾ pints chicken stock cube, made with 1 stock cube,250g/9oz cooked leftover chicken, skin removed, cut into small pieces,200g/7oz frozen peas,75g/2¾oz Grana Padano or other hard Italian-style cheese, finely grated ,25g/1oz butter,freshly ground black pepper",Easy chicken and pea risotto,less than 30 mins,4.597701149425287,87,Serves 4
1 to 2 hours,Italian,"lamb shoulder,olive oil,onions,carrot,celery,garlic,thyme,chilli,white wine,white wine vinegar,peas,potatoes,cherry tomatoes,black pepper,bread","1kg/2lb 4oz boned lamb shoulder, cut into large chunks ,150ml/5fl oz extra virgin olive oil ,2 onions, roughly chopped,1 large carrot, sliced ,1 celery stalk, roughly chopped,5 garlic cloves, crushed ,½ x 50g/2oz tin anchovy fillets ,handful thyme sprigs,1 red chilli, sliced ,250ml/9fl oz white wine ,25ml/1fl oz white wine vinegar ,250g/9oz fresh or frozen peas ,400g/14oz potatoes, cut into quarters ,200g/7oz cherry tomatoes, halved ,salt and freshly ground black pepper ,6 portions fresh bread, to serve",Easter lamb with peas ,less than 30 mins,4,5,Serves 6
10 to 30 mins,Italian,"salt,olive oil,onion,garlic,chopped tomatoes,rosemary,black pepper,butter,black pepper,Parmesan,lemon","350g/12oz semolina or ‘00’ flour, plus extra for dusting,½ tsp salt,1 tbsp olive oil,1 onion, chopped,2 garlic cloves, chopped,1–2 tsp red wine vinegar (or any vinegar such as balsamic, white wine or sherry vinegar),400g tin chopped tomatoes (chopped or whole plum tomatoes, or fresh),1 tbsp fresh herbs such as rosemary, thyme, basil or oregano, plus extra to garnish,salt and freshly ground black pepper ,150g/5½oz unsalted butter,2 tbsp freshly ground black pepper,100g/3½oz Parmesan or any other melting cheese, grated,½ lemon, juice only (optional)",Eggless pasta with two sauces,1-2 hours,5,1,Serves 4
30 mins to 1 hour,Italian,"oil,onion,celery,chopped tomatoes,stock,oregano,vegetables,vegetables,cannellini beans,pasta,Parmesan,parmesan,black pepper","2 tbsp oil (olive, sunflower or vegetable),1 onion, finely chopped,1–2 sticks celery, trimmed and thinly sliced (optional),400g/14oz tin chopped tomatoes,1 chicken or vegetable stock cube,1 tsp dried mixed herbs or dried oregano,roughly three mugs of assorted vegetables (could include raw or cooked vegetables, such as carrots, celery, courgette, leek, peas or cabbage, peeled and cut into small chunks),400g/14oz tin borlotti or cannellini beans, drained and rinsed,½–1 mug cooked pasta or rice,Parmesan, or other cheese, grated (if you have a leftover parmesan rind, it can be used to flavour the soup too!),salt and freshly ground black pepper",Easy minestrone soup,less than 30 mins,4.2,10,Serves 4
1 to 2 hours,Italian,"olive oil,butter,garlic,thyme,bay leaf,onion,celery,duck,red wine,Parmesan,chicken stock,pasta,Parmesan,chestnuts","2 tbsp olive oil,50g/1¾oz unsalted butter ,1 garlic clove, finely chopped,1 tsp finely chopped fresh thyme ,1 bay leaf ,1 onion, finely chopped,3 celery sticks, finely chopped,1 juniper berry, crushed  ,500g/1lb 2oz duck legs, meat removed and minced or cut into small pieces,150ml/5fl oz red wine ,1 Parmesan rind ,300ml/10fl oz duck or chicken stock ,150g/5½oz bigoli pasta,salt,75g/2¾oz Parmesan, grated, to serve,2 chestnuts, toasted and grated, to serve",Duck ragu with bigoli pasta,less than 30 mins,3,3,Serves 2
less than 10 mins,Italian,"vegetable oil,plain flour,cayenne pepper,smoked paprika,salt,squid,eggs,mayonnaise,garlic,lemon","vegetable oil, for deep frying,250g/9oz plain flour,½ tsp cayenne pepper,½ tsp Spanish smoked paprika (many supermarkets and delis sell smoked Spanish paprika. If you can't get hold of any, use the traditional paprika instead),½ tsp salt,500g/1lb 2oz squid, cut into 5mm/¼in rings,2 eggs, beaten,200ml/7fl oz mayonnaise,1 garlic clove, crushed,½ lemon, juice only",Deep fried calamari with garlic and lemon mayonnaise,less than 30 mins,2.6666666666666665,3,Serves 6-8 as a snack
10 to 30 mins,Italian,"chopped tomatoes,tomato purée,oregano,garlic,black pepper,mushrooms,courgettes,olives,anchovies,capers,tomatoes,Parma ham,salami,mozzarella,Parmesan,basil,rocket","2 large corn or wheat tortillas ,180g/6oz tinned chopped tomatoes,1 tbsp tomato purée,2 sprigs oregano, leaves picked, finely chopped,1 garlic clove, grated,sea salt and freshly ground black pepper,2 mushrooms, thinly sliced,2 small courgettes, very thinly sliced,30g/1oz pitted black olives, halved,3 salted anchovies, finely chopped,2 tsp baby capers,6 sun-blushed tomatoes, halved,3 slices Parma ham (45g/1½oz in total), roughly torn ,4 slices reduced-fat salami (20g/¾oz in total), halved,100g/3½oz half-fat mozzarella, grated,10g/⅓oz Parmesan, freshly grated,small handful basil leaves, to serve,small handful rocket, to serve",Easy tortilla pizza with Parma ham,less than 30 mins,4.090909090909091,11,Serves 2
10 to 30 mins,Italian,"olive oil,onion,bacon,garlic,spaghetti,dried chilli,chopped tomatoes,tomato purée,oregano,double cream,black pepper","2 tbsp mild olive oil,1 medium onion, thinly sliced,4 rashers smoked streaky bacon, cut into 2cm/¾-wide strips,2 garlic cloves, thinly sliced,300-350g/10½-12oz dried spaghetti,1 tsp dried chilli flakes,1 x 400g tin chopped tomatoes,2 tbsp tomato purée,1 tsp dried oregano,100ml/3½fl oz double cream,salt and freshly ground black pepper","Creamy chilli, bacon and tomato spaghetti",less than 30 mins,4.964285714285714,28,Serves 4
10 to 30 mins,Indian,"vegetable oil,cloves,peppercorns,cassia bark,curry leaves,ginger,onion,plain flour,black pepper,carrots,onions,green beans,turmeric,flour,coconut milk,puff pastry,egg,coriander seeds,cumin,fennel seeds,black sesame seeds","1 tbsp coconut or vegetable oil,2 cloves,10 Tellicherry or ordinary black peppercorns,2.5cm/1in cassia bark (available in Asian stores and some supermarkets),12 curry leaves,1 tsp freshly grated root ginger,1 medium onion, diced,50g/2oz plain flour,salt and freshly ground black pepper, to taste ,500g/1lb 2oz chicken thighs, boneless and diced,8-12 baby carrots, peeled, blanched and chopped ,16-20 silverskin onions,15 green beans, chopped and blanched,1 tsp ground turmeric ,½ tsp ground coriander ,2 tbsp seasoned flour,400ml/14fl oz coconut milk,110g/4oz ready made puff pastry sheet,1 free-range egg, beaten, to brush the pastry,1 tsp coriander seeds,½ tsp cumin seeds,1 tsp fennel seeds,1 tsp black sesame seeds",Bombay-style chicken pie,less than 30 mins,4,1,Serves 4-6
less than 10 mins,Indian,"chicken breasts,yoghurt,curry powder,curry powder,garlic,ginger,lime,tomatoes,red onion,pitta bread","4 skinless chicken breasts (600g/1lb 5oz total weight), cut into chunks,200ml/7fl oz fat-free Greek-style yoghurt,2 tbsp tandoori curry powder or medium curry powder,1 tsp grated garlic,1 tsp grated fresh root ginger,1 lime, juice only,4 tomatoes, quartered ,chopped cucumber, mint and red onion salad, to serve ,wholemeal chappatis or pitta bread, to serve ",Healthy tandoori chicken kebabs,less than 30 mins,4.75,4,Serves 4
10 to 30 mins,Italian,"strong white flour,yeast,olive oil,butter,onions,thyme,bay leaves,rosemary,caster sugar,white wine vinegar,cream,black pepper,ricotta,spinach,mascarpone,truffle,onion","['200ml/7fl oz lukewarm water', '450g/1lb strong white flour', '2g fast-action dried yeast', '15g/½oz salt ', '50ml/2fl oz olive oil ', '20g/¾oz butter', '300g/10½oz baby onions, thinly sliced ', '3 tsp finely chopped thyme leaves', '2 bay leaves', '2 tsp finely chopped rosemary leaves', '40g/1½oz caster sugar', '100ml/3½fl oz white wine vinegar', '200ml/7fl oz double or thick cream', 'sea salt and freshly ground black pepper ', '30g/1oz ricotta', '80g/3oz burrata, torn ', '15g/½oz  baby spinach  ', '20g/¾ oz mascarpone  ', '1 fresh truffle, shaved', None, '50g/2oz onion Lyonnaise (see above)']",Creamy truffle pizza,overnight,5,2,Serves 4
over 2 hours,Italian,"lardons,carrots,celery,onion,garlic,rosemary,thyme,tomato purée,tomatoes,chicken stock,cannellini beans,spaghetti,spring greens,black pepper,olive oil,parmesan","100g/3½oz smoked, dry-cured lardons,2 carrots, roughly chopped,2 sticks celery, sliced,1 onion, roughly chopped,2 garlic cloves, crushed,2 sprigs fresh rosemary, needles finely chopped,1 tsp dried thyme,1 tbsp tomato purée,400g/14oz can chopped plum tomatoes,1.2 litres/2 pints good-quality chicken stock,400g/14oz can cannellini beans in water, rinsed and drained,50g/1¾oz spaghetti, snapped into short lengths,100g/3½ head baby leaf or spring greens, thickly shredded,Salt and freshly ground black pepper,2 tbsp extra virgin olive oil ,25g/1oz parmesan, grated (optional)",Slow cooker minestrone,less than 30 mins,5,9,Serves 4
10 to 30 mins,Italian,"crab,crabmeat,linguine,sea salt,olive oil,garlic,spring onions,chilli,crabmeat,white wine,parsley,basil,black pepper","1 x 900g/2lb cooked brown crab, 350g/12oz fresh crabmeat,315g/11oz linguine ,25g/1oz sea salt,55ml/2fl oz olive oil ,1 garlic clove, finely chopped ,4 spring onions, finely chopped ,½ tsp finely chopped red chilli ,275g/10oz picked fresh white crabmeat ,25ml/1fl oz dry white wine ,1 tbsp chopped fresh flat leaf parsley ,1 tbsp chopped fresh basil,salt and freshly ground black pepper ",Crab linguine,less than 30 mins,5,5,Serves 4
10 to 30 mins,Italian,"vegetable stock,butter,shallots,garlic,thyme,risotto rice,white wine,courgettes,parmesan,lemon juice,black pepper","750ml/1¼ pints chicken or vegetable stock,25g/1oz unsalted butter,2 shallots, finely chopped,1 garlic clove, finely chopped,3 sprigs fresh thyme, leaves only,200g/7oz risotto rice,200ml/7fl oz white wine,200g/7oz courgettes, trimmed, cut into 1cm/½in cubes,4 heaped tbsp grated parmesan, plus extra to serve,1 unwaxed lemon, finely grated zest, plus 1 tbsp lemon juice,salt and freshly ground black pepper",Courgette and lemon risotto,less than 30 mins,4.1,10,Serves 4
over 2 hours,Italian,"olive oil,butter,onion,celery,carrot,pancetta,beef mince,pork mince,red wine,tomato purée,beef stock,milk,tagliatelle,Parmesan","3 tbsp olive oil ,30g/1oz butter ,1 onion, finely chopped ,1 celery stalk, finely chopped ,1 carrot, finely chopped,150g/5½oz pancetta, cubed ,200g/7oz beef mince,200g/7oz pork mince,200ml/7fl oz red wine ,1½ tbsp tomato purée,200ml/7fl oz beef stock ,100ml/3½fl oz whole milk,400g/14oz tagliatelle, cooked according to packet instructions,a little Parmesan, finely grated, to serve",Slow cooker Bolognese,less than 30 mins,5,20,Serves 4
no cooking required,Italian,"butter beans,garlic,tomatoes,basil,lemon juice,chilli,black pepper,courgettes,avocados,olive oil","400g tin butter beans, drained,2 fat garlic cloves,10 sun-dried tomatoes,75g/2½oz fresh basil, reserve a few leaves to garnish,4 tbsp lemon juice ,pinch chilli flakes,salt and freshly ground black pepper,6 courgettes, trimmed,2 large ripe avocados, skin and seeds removed, chopped,red chilli, chopped, for garnish,2 tbsp extra virgin olive oil",Courgetti with vegan pesto ,less than 30 mins,5,2,Serves 4
over 2 hours,Italian,"lamb shanks,garlic,rosemary,olive oil,shallots,garlic,red wine,rosemary,thyme,butter beans,butter beans,red wine vinegar,beef stock,black pepper,King Edward,salt,olive oil,black pepper,butter,parsley,olive oil","4 lamb shanks,3 garlic cloves, sliced into 4 pieces,4 sprigs fresh rosemary, sliced into 3 pieces,4 anchovy fillets, sliced into 3,3 tbsp olive oil,4 banana shallots, finely chopped,3 garlic cloves, finely sliced,300ml/11oz red wine,400g/14oz canned whole tomatoes,3 fresh tomatoes, roughly chopped,2 sprigs fresh rosemary,2 sprigs fresh thyme,250g/9oz cooked butter beans (or canned butter beans, drained and rinsed),2 tbsp red wine vinegar,750ml/1 pint 6fl oz beef stock,salt and freshly ground black pepper,1 kg/2lb 2oz King Edward potatoes, peeled and cut into chunks,pinch salt,75-110ml/3-4fl oz extra virgin olive oil,salt and freshly ground black pepper,25g/1oz butter,1 small bunch flatleaf parsley, roughly chopped,drizzle of extra virgin olive oil",Slow braised lamb shanks with olive oil mash,30 mins to 1 hour,5,2,Serves 4
1 to 2 hours,Italian,"olive oil,celery,onion,carrots,garlic,rabbit,red wine,juniper berries,black peppercorns,sage,rosemary,bay leaves,chopped tomatoes,nutmeg,tomato purée,black pepper,salt,polenta,fontina cheese,parmesan,butter","100ml/3½fl oz olive oil,4 celery stalks, very finely diced,1 large onion, finely chopped,2 large carrots, very finely diced,3 garlic cloves, finely chopped,2.25kg/5lb mixed meat such as pork, lamb, rabbit or wild boar, chopped into small pieces ,200ml/7fl oz red wine,1 tbsp juniper berries,1 tsp whole black peppercorns,4 sage leaves,1 tbsp rosemary needles,2 bay leaves,1.5kg/3lb 5oz chopped tomatoes, or chunky passata,1 tsp freshly grated nutmeg,2 tbsp tomato purée,salt and freshly ground black pepper,4 tsp salt,600g/1lb 5oz quick-cook polenta ,250g/9oz fontina cheese (or taleggio), freshly grated,100g/3½oz parmesan, freshly grated,100g/3½oz unsalted butter",Slow-cooked family stew with polenta,less than 30 mins,5,1,Serves 10
over 2 hours,Italian,"butter,onion,garlic,fennel,vegetable stock,arborio rice,Parmesan,double cream,lemons,rocket,basil,salt","25g/1oz butter , diced,1 onion, finely chopped,2 large garlic cloves, sliced,1 large fennel bulb, trimmed and diced, green leaves reserved for garnish,1.4 litres/2½ pints hot vegetable stock ,350g/12oz arborio rice ,50g/1¾oz grated Parmesan, plus extra to serve (optional),4 tbsp double cream,2 unwaxed lemons, zest of 2 and juice of 1,90g/3¼oz rocket leaves,10g basil leaves,salt","Slow-cooker risotto with fennel, lemon and rocket ",less than 30 mins,5,6,Serves 4
1 to 2 hours,Italian,"leeks,onion,celery,carrots,beef mince,garlic,chestnut mushrooms,plain flour,red wine,beef stock,beef stock,chopped tomatoes,tomato purée,oregano,milk,cornflour,nutmeg,cheddar,parmesan,tomatoes,black pepper","2 large leeks, each about 300g/10½oz,1 medium onion,2 celery sticks, trimmed,2 carrots, peeled,500g/1lb 2oz lean beef mince,2 garlic cloves, peeled and crushed,150g/5½oz chestnut mushrooms, wiped and chopped,2 tbsp plain flour,150ml/¼ pint red wine,200ml/7fl oz beef stock, made with 1 beef stock cube,400g/14oz can chopped tomatoes,2 tbsp tomato purée,1 heaped tsp dried oregano,2 bay leaves,500ml/18fl oz semi-skimmed milk,3 tbsp cornflour,freshly grated nutmeg, to taste,50g/2oz extra-mature cheddar, grated,25g/1oz parmesan, finely grated,3 medium vine tomatoes, sliced,freshly ground black pepper",Skinny beef lasagne,less than 30 mins,3.125,8,Serves 6
over 2 hours,Italian,"pork loin,black pepper,lemons,parmesan,pork mince,chicken livers,onions,sage,rosemary,thyme,bread,pine nuts,sultanas,mortadella,olive oil,carrots,onion,white wine,olive oil,potatoes,rosemary,garlic","3kg/6lb 8oz pork loin, boned and butterflied (alternatively use pork belly or shoulder),salt and freshly ground black pepper,2 lemons, zest only,15g/½oz parmesan, grated,175g/6oz pork mince,175g/6oz chicken livers, roughly chopped,150g/5½oz onions, finely chopped,5g fresh sage, leaves picked and chopped,8g fresh rosemary, leaves picked and chopped,8g fresh thyme, leaves picked,350g/12oz bread, soaked in 200ml/7fl oz water and broken into small pieces,15g/½oz pine nuts,30g/1oz sultanas,6 slices mortadella with pistachios (about 200g/7oz),dash olive oil,4 carrots,1 onion,250ml/9fl oz white wine,70ml/2¼fl oz Vin Santo,3 tbsp olive oil ,1kg/2lb 4oz potatoes, peeled and cut into quarters, par-boiled,4 sprigs fresh rosemary,6 garlic cloves, skin on, smashed",Christmas porchetta,30 mins to 1 hour,5,1,Serves 8-12
over 2 hours,Italian,"olive oil,onion,garlic,chopped tomatoes,tomato purée,oregano,dried chilli,bay leaf,beef mince,black pepper,tagliatelle,Parmesan","1 tbsp olive oil,1 onion, finely chopped,1 garlic clove, crushed,400g/14oz can chopped tomatoes,2 tbsp tomato purée,1 tsp dried oregano or dried mixed herbs,¼ tsp dried chilli flakes (optional),1 dried bay leaf,12 ready-made fresh beef mince meatballs (around 375g/13oz),salt and freshly ground black pepper,freshly cooked tagliatelle,grated Parmesan",Slow cooker meatballs in tomato sauce ,less than 30 mins,4.714285714285714,14,Serves 4
30 mins to 1 hour,Italian,"chickpeas,garlic,leek,celery,red onion,cherry tomatoes,chilli,rosemary,semolina,flour,olive oil,garlic,rosemary,chilli,black pepper,olive oil,parsley","250g/9oz chickpeas soaked overnight in plenty of cold water and drained,6 garlic cloves, peeled,½ leek, cut into chunks,½ stick celery, cut into chunks,½ red onion, cut into chunks,2 cherry tomatoes, halved ,1 dried red chilli,1 sprig rosemary ,200g/7oz fine semolina flour, plus extra for rolling,100g/3½oz 00 pasta flour ,150ml/5fl oz olive oil,4 garlic cloves, peeled,1 sprig rosemary ,1 red chilli ,salt and freshly ground black pepper,extra virgin olive oil ,2 tbsp flat leaf parsley, chopped,100g/3½oz purple sprouting broccoli, trimmed,100g/3½oz broccoli, cut into florets,1 leek, cut in half,50g/1¾oz kale, leaves picked,2 tbsp olive oil,1 tsp white wine vinegar",Chickpea pasta (Ciceri e tria),overnight,3.25,4,Serves 4
10 to 30 mins,Italian,"chicken breasts,plain flour,butter,olive oil,shallots,garlic,chestnut mushrooms,chicken stock,parsley,black pepper","4 chicken breasts, skin removed,40g/1½oz plain flour,50g/1¾oz butter,2 tbsp olive oil,2 shallots, finely chopped,1 garlic clove, finely chopped,160g/5¾oz chestnut mushrooms, sliced,250ml/9fl oz dry Marsala,150ml/5fl oz chicken stock,small handful chopped flatleaf parsley,salt and freshly ground black pepper",Chicken Marsala,less than 30 mins,4.590909090909091,22,Serves 4
30 mins to 1 hour,Italian,"chicken thighs,black pepper,olive oil,onion,cherry tomatoes,garlic,dried chilli,linguine,capers,basil","8 boneless chicken thighs, skin on,1 tbsp Italian seasoning (a mixture of basil, oregano and parsley),salt and freshly ground black pepper,4 tbsp olive oil,1 small onion, peeled, finely chopped,1 x 400g/14oz can Italian cherry tomatoes,6 anchovy fillets, in oil,2 garlic cloves, peeled, crushed,½ tsp dried chilli flakes,300g/10½oz linguine,1 tbsp baby capers,handful fresh basil leaves, plus extra to garnish",Chicken puttanesca with linguine,30 mins to 1 hour,5,3,Serves 4
10 to 30 mins,Italian,"white bread,olive oil,Manchego,garlic,sea salt,oregano,thyme,black pepper,olive oil,chicken breasts,onion,garlic,double cream,capers,black pepper","1 thick slice white bread, around 40g/1½oz, torn up,1 tbsp extra virgin olive oil,25g/1oz Manchego or Parmesan cheese, finely grated,½ garlic clove, finely chopped ,½ tsp flaked sea salt,½ tsp dried oregano,¼ tsp dried thyme,ground black pepper,2 tbsp extra virgin olive oil,2 boneless, skinless chicken breasts, each around 150g/5½oz,½ onion, finely chopped,1 garlic clove, finely chopped,100ml/3½fl oz double cream,2 tbsp baby capers, drained,salt and freshly ground black pepper ",Chicken piccata ,less than 30 mins,4.5,10,Serves 2
10 to 30 mins,Italian,"pine nuts,basil,garlic,Parmesan,pecorino,olive oil,chicken breasts,lemon,flour,olive oil,pepper,new potatoes,green beans","10g/⅓oz pine nuts,25g/1oz fresh basil leaves,1 garlic clove, roughly chopped,2 tbsp freshly grated Parmesan (or alternative vegetarian hard cheese),1 tbsp freshly grated mature pecorino (or alternative vegetarian hard cheese),75ml/2½fl oz light extra virgin olive oil,2 chicken breasts,½ unwaxed lemon,4–5 tbsp plain flour,4 tbsp olive oil ,sea salt and freshly ground black pepper,boiled new potatoes,steamed green beans",Chicken with pesto,less than 30 mins,5,3,Serves 2
1 to 2 hours,Italian,"chicken thigh,lemon,olive oil,butter,white wine,black pepper,olive oil,shallots,garlic,rosemary,lemon,dried chilli,passata","4 chicken thigh fillets, boneless, skinless, cut in half,½ lemon,2 tbsp olive oil,50g/1¾oz unsalted butter,150ml/5fl oz dry white wine,salt and freshly ground black pepper,3  tbsp extra virgin olive oil,2–3 shallots, very finely chopped,2 garlic cloves, very finely chopped,2 sprigs fresh rosemary, leaves picked and very finely chopped,1 unwaxed lemon, zest only,1 small dried chilli, very finely chopped,400ml/14fl oz passata",Italian chicken casserole,less than 30 mins,4.818181818181818,11,Serves 4
30 mins to 1 hour,Italian,"chicken legs,plain flour,olive oil,pancetta,onion,carrot,celery,garlic,rosemary,wild mushrooms,red wine,tomato,chicken stock,dried chillies,capers,olives,black pepper,parsley,olive oil,cloves,rosemary,lemon,olive oil,green beans,butter,garlic,chilli","4 chicken legs (alternatively use thighs or drumsticks),15g/½oz plain flour,2 tbsp olive oil,70g/2½oz pancetta, diced,1 onion, finely chopped,1 carrot, finely chopped,1 celery stick, finely chopped,2 garlic cloves, finely chopped,2 fresh rosemary sprigs ,200g/7oz mixed wild mushrooms, sliced,200ml/7fl oz red wine, preferably chianti,2 tbsp tomato purée,400–500ml/16–18fl oz fresh chicken stock,2 dried chillies,1 tbsp baby capers,100g/3½oz black olives, pitted,salt and freshly ground black pepper,handful fresh flat-leaf parsley, chopped, to serve,4 tbsp olive oil,2 garlic cloves, crushed,1 fresh rosemary sprig ,1 unwaxed lemon, finely grated zest only,2 x 400g tins butter, cannellini or haricot beans, drained and rinsed,extra-virgin olive oil, for drizzling,300g/10½oz green beans,30g/1oz butter,1 garlic clove, thinly sliced,pinch chilli flakes",Chicken cacciatore with white bean mash,less than 30 mins,4.833333333333333,6,Serves 4
30 mins to 1 hour,Italian,"olive oil,chicken thighs,onion,carrot,garlic,tomatoes,chicken stock,herbs,potatoes","1 tbsp olive oil ,400–500g/14oz-1lb 2oz chicken thighs, skin on and bone in,1 onion, diced ,1 carrot, finely diced ,2 garlic cloves, sliced,400g tin tomatoes ,250ml/9fl oz chicken stock,1 tsp dried mixed herbs ,600g/1lb 5oz potatoes, cut into bite-sized pieces,salt and pepper ",Mediterranean chicken with potatoes,less than 30 mins,4.6923076923076925,13,Serves 4
10 to 30 mins,Italian,"olive oil,pancetta,chicken breast,spaghetti,eggs,egg yolks,double cream,Parmesan,black pepper","1 tbsp olive oil,50g/2oz pancetta cubes, or smoked streaky bacon, chopped finely,125g/4½oz chicken breast, cut into strips,200g/7oz dried spaghetti,2 free-range eggs, beaten,2 free-range egg yolks, beaten ,75ml/2¾fl oz double cream,75g/2¾oz Parmesan, grated, plus extra to serve,freshly ground black pepper",Chicken carbonara,less than 30 mins,3.8461538461538463,13,Serves 2
30 mins to 1 hour,Italian,"plain flour,chicken,vegetable oil,onions,garlic,tomato purée,tomatoes,rosemary,bay leaf,white wine,chicken stock,red wine vinegar,parsley,black pepper,potatoes","75g/2¾oz plain flour,1 x 1.5kg/3lb 5oz chicken, jointed into 8 pieces,2 tbsp vegetable oil,2 brown onions, sliced,2 garlic cloves, chopped,30g/1oz tomato purée,800g/1lb 12oz ripe tomatoes, chopped,2 sprigs fresh rosemary ,1 bay leaf,100ml/3½fl oz white wine,150ml/5fl oz chicken stock,1 tbsp red wine vinegar,handful fresh parsley leaves,salt and freshly ground black pepper,roasted, mashed or boiled potatoes",Hunter's chicken,less than 30 mins,4.625,8,Serves 4
30 mins to 1 hour,Italian,"chicken,prosciutto,mascarpone,rosemary,lemons,olive oil,black pepper,purple sprouting broccoli,broccoli","1 x 1.2-1.5kg/2lb 9oz-3lb 4oz organic chicken, boned out (except the wing) - weight given is before bones are removed,4 slices prosciutto ,150g/5oz mascarpone ,2 sprigs fresh rosemary, finely chopped,1½ lemons, zest and juice,4 tbsp olive oil,salt and freshly ground black pepper,150g/5oz purple sprouting broccoli, trimmed,150g/5oz Romanesco broccoli, cut into spears","Chicken stuffed with prosciutto, mascarpone and rosemary",less than 30 mins,4,1,Serves 2
10 to 30 mins,Italian,"chicken breast,fontina cheese,prosciutto,rosemary,plain flour,butter,olive oil,black pepper,white wine,olive oil,courgettes,tomatoes,marjoram,parmesan","1 skinless chicken breast, cut in half lengthways ,2 slices fontina cheese, the same length as the chicken breast ,2 slices prosciutto ham, the same length as the chicken breast ,2 sprigs fresh rosemary, same length as the chicken breast,plain flour, for dusting ,10g/½oz butter ,2 tbsp olive oil ,salt and freshly ground black pepper ,¼ glass white wine ,3 tbsp extra virgin olive oil ,2 courgettes, cut into rounds ,2 tomatoes, sliced  ,2 sprigs fresh marjoram, leaves picked,2 tbsp grated parmesan  ,salt and freshly ground black pepper","Chicken with cheese, prosciutto and roasted courgettes",less than 30 mins,3.4,5,Serves 2
30 mins to 1 hour,Italian,"olive oil,onions,risotto rice,white wine,vegetable stock,black pepper,peas,asparagus,spinach,basil,double cream,oil,black pepper,chicken breasts,vegetable stock,parmesan","olive oil, for frying,2 onions, sliced,400g/14oz arborio risotto rice,splash white wine,1 litre/1¾ pint hot vegetable stock,salt and freshly ground black pepper,200g/7oz fresh peas, blanched,200g/7oz asparagus, blanched ,400g/14oz baby spinach,1 tbsp chopped fresh basil,75ml/2½fl oz double cream,oil, for frying,salt and freshly ground black pepper,4 chicken breasts, skin on,chicken or vegetable stock, to cover,parmesan shavings, to serve",Chicken and pea risotto,less than 30 mins,5,5,Serves 4
10 to 30 mins,Italian,"olive oil,onion,celery,carrots,chicken,chicken,white wine,tomato purée,chicken,sage,rosemary,polenta,butter,parmesan","8 tbsp olive oil,1 onion, sliced,2 celery stalks, roughly chopped,2 medium carrots, roughly chopped,6 chicken breasts, or chicken thighs, bones removed,175ml/6fl oz white wine,3 tbsp tomato purée,500ml/17 fl oz chicken stock,2 bay leaves,2-3 sage leaves,1 rosemary sprig,250g/9oz easy-cook polenta,knob of butter,25g/1oz parmesan",Chicken cacciatore,less than 30 mins,4.823529411764706,17,Serves 6
10 to 30 mins,Italian,"chicken breast,olive oil,marsala wine,butter,pepper,olive oil","1 chicken breast,2 tbsp olive oil,5 tbsp of marsala wine,knob of butter ,pinch of flour, salt and pepper to taste,potatoes, boiled and tossed in salt, pepper and extra virgin olive oil",Chicken al marsala,less than 30 mins,5,1,Serves 1
30 mins to 1 hour,Italian,"oil,onion,pepper,pepper,mushrooms,tomato purée,chopped tomatoes,thyme,parsley,oregano,butter,lasagne sheets,cottage cheese,cheddar,black pepper,salad,bread","oil for frying,450g/1lb lean minced beef,1 onion, finely chopped,1 red pepper, deseeded and finely chopped,1 green pepper, deseeded and finely chopped,150g/5oz button mushrooms, sliced,3 tsp tomato purée,2 bay leaves,2 x 400g/14oz cans chopped tomatoes,1 tsp dried thyme,1 tsp dried parsley ,1 tsp dried oregano,butter, for greasing,300g/10½oz 'no pre-cook' lasagne sheets,300g/10½oz cottage cheese,150g/5oz mature cheddar, grated ,salt and freshly ground black pepper,green salad,garlic bread",Simon Rimmer's lasagne,less than 30 mins,4,4,Serves 6-8
10 to 30 mins,Italian,"olive oil,red onion,garlic,courgette,peas,wensleydale,double cream,parsley,whole wheat pasta,black pepper","1 tbsp olive oil,½ red onion, finely chopped,1 garlic clove, finely chopped or grated,1 courgette, diced,85g/3oz frozen peas, defrosted under cold running water,110g/3½oz wensleydale cheese, grated,100ml/3½fl oz double cream,handful fresh flatleaf parsley, chopped,140g/5oz whole wheat pasta, cooked according to the packet instructions, drained,salt and freshly ground black pepper",Creamy courgette pasta with peas,less than 30 mins,4.4375,16,Serves 2
10 to 30 mins,Italian,"spaghetti,olive oil,broccoli,garlic,chilli,flaked almonds,black pepper","100g/3½oz spaghetti,3 tbsp olive oil,100g/3½oz broccoli, cut into small florets,1 garlic clove, finely sliced,½ red chilli, finely sliced,1 tbsp flaked almonds,salt and freshly ground black pepper",Chargrilled broccoli pasta with chilli and garlic,less than 30 mins,4.25,4,Serves 1
